U,tprime,dm,
1.0,0.3,1.81398632627e-05,
1.0303030303030303,0.3,1.8350032156e-05,
1.0606060606060606,0.3,1.85224238911e-05,
1.0909090909090908,0.3,1.90256153358e-05,
1.121212121212121,0.3,1.93895114622e-05,
1.1515151515151516,0.3,2.00561328234e-05,
1.1818181818181819,0.3,2.05831967145e-05,
1.2121212121212122,0.3,2.07885034392e-05,
1.2424242424242424,0.3,2.17590992657e-05,
1.2727272727272727,0.3,2.23441100477e-05,
1.303030303030303,0.3,2.23882208757e-05,
1.3333333333333335,0.3,2.33219068585e-05,
1.3636363636363638,0.3,2.39931044129e-05,
1.393939393939394,0.3,2.446717866e-05,
1.4242424242424243,0.3,2.54493711457e-05,
1.4545454545454546,0.3,2.63291454254e-05,
1.4848484848484849,0.3,2.73832853903e-05,
1.5151515151515151,0.3,3.5574755323e-05,
1.5454545454545454,0.3,3.81953603954e-05,
1.5757575757575757,0.3,3.98665178677e-05,
1.606060606060606,0.3,4.29219204922e-05,
1.6363636363636362,0.3,4.47035076851e-05,
1.6666666666666667,0.3,4.47179306482e-05,
1.696969696969697,0.3,4.19086514614e-05,
1.7272727272727273,0.3,5.13231489319e-05,
1.7575757575757576,0.3,8.23928303915e-05,
1.7878787878787878,0.3,8.59992764112e-05,
1.8181818181818183,0.3,8.99334371492e-05,
1.8484848484848486,0.3,0.0001617311683545,
1.878787878787879,0.3,0.000169262414187,
1.9090909090909092,0.3,0.0001778218048605,
1.9393939393939394,0.3,0.0001875259363253,
1.9696969696969697,0.3,0.0001983977706241,
2.0,0.3,0.0002189339003768,
2.0303030303030303,0.3,0.0002420807888165,
2.0606060606060606,0.3,0.0002602932507708,
2.090909090909091,0.3,0.0003782802649389,
2.121212121212121,0.3,0.0013218233917026,
2.1515151515151514,0.3,0.0018105415344038,
2.1818181818181817,0.3,0.0024414154064507,
2.212121212121212,0.3,0.0034109276286783,
2.242424242424242,0.3,0.0042915717007457,
2.2727272727272725,0.3,0.1771460685448981,
2.3030303030303028,0.3,0.1939283342235067,
2.3333333333333335,0.3,0.2015439763808077,
2.3636363636363638,0.3,0.209463115199404,
2.393939393939394,0.3,0.2175304647525486,
2.4242424242424243,0.3,0.2254387581955463,
2.4545454545454546,0.3,0.2330941200109852,
2.484848484848485,0.3,0.2407408152374906,
2.515151515151515,0.3,0.2479230886998274,
2.5454545454545454,0.3,0.2546635392432268,
2.5757575757575757,0.3,0.2602621651553391,
2.6060606060606064,0.3,0.2650951223140529,
2.6363636363636367,0.3,0.2700470071412045,
2.666666666666667,0.3,0.2734800952493543,
2.6969696969696972,0.3,0.2759782192476962,
2.7272727272727275,0.3,0.2784386436557287,
2.757575757575758,0.3,0.2808622614788689,
2.787878787878788,0.3,0.2832492135082418,
2.8181818181818183,0.3,0.2856015319472964,
2.8484848484848486,0.3,0.2879192672518003,
2.878787878787879,0.3,0.2902031126876004,
2.909090909090909,0.3,0.2924537407671876,
2.9393939393939394,0.3,0.2946718035250223,
2.9696969696969697,0.3,0.2968579335772025,
3.0,0.3,0.2990121273672537,
3.0303030303030303,0.3,0.3011362523876168,
3.0606060606060606,0.3,0.3032302341794558,
3.090909090909091,0.3,0.3052946358015602,
3.121212121212121,0.3,0.3073300060315062,
3.1515151515151514,0.3,0.3093368790266567,
3.1818181818181817,0.3,0.3113157749340759,
3.2121212121212124,0.3,0.3132665658057536,
3.2424242424242427,0.3,0.3151910494787551,
3.272727272727273,0.3,0.3170890372308137,
3.303030303030303,0.3,0.3189609974147961,
3.3333333333333335,0.3,0.320807388120839,
3.3636363636363638,0.3,0.3226286563660842,
3.393939393939394,0.3,0.3244252384892952,
3.4242424242424243,0.3,0.326197560526487,
3.4545454545454546,0.3,0.3279460385670384,
3.484848484848485,0.3,0.3296704797992259,
3.515151515151515,0.3,0.3313725123030832,
3.5454545454545454,0.3,0.3330518923835487,
3.5757575757575757,0.3,0.3347089982629003,
3.606060606060606,0.3,0.3363442011337139,
3.6363636363636362,0.3,0.3379578640394346,
3.666666666666667,0.3,0.3395503421251669,
3.6969696969696972,0.3,0.3411219828803032,
3.7272727272727275,0.3,0.3426725173714265,
3.757575757575758,0.3,0.3442035298579063,
3.787878787878788,0.3,0.3457147039967131,
3.8181818181818183,0.3,0.3472063571259434,
3.8484848484848486,0.3,0.3486788018224172,
3.878787878787879,0.3,0.3501323442645672,
3.909090909090909,0.3,0.3515672844084171,
3.9393939393939394,0.3,0.352983916161575,
3.9696969696969697,0.3,0.35438252755055,
4.0,0.3,0.3557628251579458,
